iter	RMSE
362	0.4092277643
363	0.408933263
364	0.408753177
365	0.4080061516
366	0.4076140486
367	0.4074591213
368	0.4069755748
369	0.4064272702
370	0.4059615592
371	0.4050500368
372	0.4047110333
373	0.4044974415
374	0.4040581856
375	0.4036146372
376	0.4030512929
377	0.4026355794
378	0.4024159246
379	0.4022693823
380	0.4017075753
381	0.4012146646
382	0.400890512
383	0.4001750269
384	0.3994398234
385	0.3991180614
386	0.3988377996
387	0.3983654897
388	0.3982408476
389	0.3977135351
390	0.3975420996
391	0.3971634365
392	0.3967354423
393	0.3963292998
394	0.3957733588
395	0.3955976558
396	0.3954476173
397	0.3949924678
398	0.3944838423
399	0.3940827216
400	0.3937973032
401	0.3930545611
402	0.3927042022
403	0.3920680691
404	0.3913342742
405	0.3909254566
406	0.3908587851
407	0.390475015
408	0.3899457049
409	0.3896075686
410	0.3894894386
411	0.3887920915
412	0.3884465694
413	0.3884064896
414	0.3883689691
415	0.3876748587
416	0.3876191702
417	0.3869794378
418	0.3862127047
419	0.3859999594
420	0.3859112601
421	0.3853845047
422	0.3851296521
423	0.384822522
424	0.3842137785
425	0.3838778981
426	0.3833035613
427	0.3828602933
428	0.3824743227
429	0.3822248516
430	0.3818711713
431	0.3814561049
432	0.3812451197
433	0.3808928755
434	0.3808528305
435	0.3804333936
436	0.3800912191
437	0.3798840656
438	0.3797111397
439	0.3793464047
440	0.3791476883
441	0.3787752192
442	0.3786446062
443	0.3784931856
444	0.3779858575
445	0.377210404
446	0.3764697527
447	0.376132137
448	0.3757088679
449	0.37566222
450	0.3750368663
451	0.3743757156
452	0.3737559711
453	0.3730598949
454	0.3728870925
455	0.3725841734
456	0.3719517261
457	0.3715082379
458	0.3708320953
459	0.3703240972
460	0.3699046162
461	0.3695866978
462	0.3694918332
463	0.3691390625
464	0.368862784
465	0.368472945
466	0.3681010026
467	0.3674930999
468	0.3672372635
469	0.3669904419
470	0.366708655
471	0.3664292315
472	0.3662389427
473	0.3661245982
474	0.3653662843
475	0.3650548031
476	0.3645830536
477	0.3640443265
478	0.3638304504
479	0.3633752481
480	0.3631249113
481	0.362355936
482	0.3617562366
483	0.3613250673
484	0.361016457
485	0.3607745949
486	0.3604108038
487	0.3598749647
488	0.3595470266
489	0.3591622689
490	0.3589395297
491	0.3587700798
492	0.3585784776
493	0.3578994965
494	0.3578668854
495	0.3578419328
496	0.3576243553
497	0.3573864676
498	0.3570687935
499	0.3568894434
500	0.3560288533
501	0.3557443671
502	0.3553401579
503	0.3552448936
504	0.3548601898
505	0.3548439526
506	0.3542807555
507	0.3537960847
508	0.3532851363
509	0.3528680547
510	0.3528290262
511	0.3521338151
512	0.351660671
513	0.3516448297
514	0.3511313353
515	0.3507128788
516	0.3504560423
517	0.3500488801
518	0.3495037191
519	0.3490063461
520	0.3489909024
521	0.3484500635
522	0.3481694146
523	0.3478571978
524	0.347563145
525	0.3473415559
526	0.3470752633
527	0.3466561896
528	0.3461231005
529	0.3459985171
530	0.3459531239
531	0.3452854856
532	0.3449772373
533	0.3444176429
534	0.3438948387
535	0.3436671276
536	0.3431954742
537	0.3428199409
538	0.3425363497
539	0.3417941545
540	0.3412279742
541	0.340727508
542	0.3404818335
543	0.3403669681
544	0.3400725835
545	0.3394731796
546	0.3390648872
547	0.3388216798
548	0.3384117035
549	0.338043225
550	0.3377406325
551	0.3375022
552	0.3371846806
553	0.3366899032
554	0.3362184188
555	0.3361774138
556	0.3355949905
557	0.335223781
558	0.3348752544
559	0.3345377342
560	0.3344632996
561	0.3344418822
562	0.3341478725
563	0.3338776465
564	0.3336193723
565	0.3335080763
566	0.3333215519
567	0.3330648255
568	0.3325509936
569	0.3320671557
570	0.3319612205
571	0.3318070707
572	0.3313413348
573	0.3311044781
574	0.3308075435
575	0.3303821323
576	0.3297794388
577	0.3297459316
578	0.3292739961
579	0.3290282092
580	0.3287584398
581	0.328392339
582	0.3281120052
583	0.3279251315
584	0.327583039
585	0.327427495
586	0.3273382427
587	0.3268904594
588	0.3265319272
589	0.3259196466
590	0.3256473695
591	0.325539974
592	0.3252545931
593	0.3246896432
594	0.3240207058
595	0.3239952774
596	0.3234011548
597	0.3230985439
598	0.3225181275
599	0.3220529425
600	0.321814451
601	0.3215911071
602	0.3213083014
603	0.3209891619
604	0.3205831368
605	0.3201033548
606	0.3198904611
607	0.3196839863
608	0.3195234264
609	0.3192977182
610	0.3191421702
611	0.3188343746
612	0.31858249
613	0.3181164859
614	0.3177322802
615	0.3175260101
616	0.3174102746
617	0.3171472327
618	0.3167529384
619	0.3164883754
620	0.3162363864
621	0.3157571179
622	0.3154913688
623	0.3148906081
624	0.3144352771
625	0.3140759284
626	0.3138578698
627	0.3138418299
628	0.3136819674
629	0.3131716392
630	0.3129287715
631	0.3124687763
632	0.3120697237
633	0.3118170344
634	0.311523919
635	0.3112597261
636	0.3107731406
637	0.310526837
638	0.3104595326
639	0.3099606123
640	0.3095392875
641	0.3092787308
642	0.3089058793
643	0.3086345626
644	0.3084133121
645	0.3081059687
646	0.3078840767
647	0.3076959578
648	0.3071884879
649	0.3070059726
650	0.3064841044
651	0.306092563
652	0.305552482
653	0.3052552276
654	0.3051105727
655	0.3046028701
656	0.3044185002
657	0.3040102909
658	0.3036818159
659	0.3031355187
660	0.3027346333
661	0.3025645354
662	0.3019333988
663	0.301478291
664	0.3011461261
665	0.3008488811
666	0.3006868946
667	0.3003886333
668	0.3002458157
669	0.2999099404
670	0.2994923442
671	0.2994732927
672	0.2989972064
673	0.2985394879
674	0.298412056
675	0.2980565015
676	0.2975618831
677	0.2970254685
678	0.2965321355
679	0.2963295892
680	0.2961030395
681	0.295763147
682	0.2954693364
683	0.295342454
684	0.2949397116
685	0.2947292866
686	0.2944388387
687	0.2939192264
688	0.2937318165
689	0.2933228722
690	0.2931577624
691	0.2928679729
692	0.2924009197
693	0.2920300871
694	0.2917388251
695	0.2914209869
696	0.2910426709
697	0.2907416416
698	0.290461691
699	0.2901325323
700	0.2900569654
701	0.2896785507
702	0.2894011887
703	0.2893838581
704	0.2891405067
705	0.2888309698
706	0.2885288456
707	0.2882074253
708	0.2880766172
709	0.2878223131
710	0.2874614727
711	0.2871739245
712	0.2867938835
713	0.2866580419
714	0.2864132106
715	0.2858996624
716	0.2855142908
717	0.2852291251
718	0.2847599641
719	0.2845929132
720	0.2843710123
721	0.284153876
722	0.283798069
723	0.2835273871
724	0.2834713715
725	0.2831902144
726	0.282936734
727	0.2826903039
728	0.2823980488
729	0.2819389169
730	0.2816392851
731	0.2813746697
732	0.2811057522
733	0.2810516098
734	0.2807128513
735	0.2803063391
736	0.2798111105
737	0.2795433637
738	0.2790563698
739	0.2787002626
740	0.2783686963
741	0.2782189696
742	0.2778082366
743	0.2775826641
744	0.2775652919
745	0.2773260598
746	0.2768775661
747	0.2765035835
748	0.2762839473
749	0.2760859667
750	0.2758073046
751	0.2757103761
752	0.2755475971
753	0.2751726175
754	0.2748709636
755	0.2745283276
756	0.2741328735
757	0.2737389919
758	0.273440836
759	0.2732538878
760	0.2730791637
761	0.2726857829
762	0.2721094136
763	0.2718307147
764	0.271631946
765	0.2712984317
766	0.2710046058
767	0.2708048697
768	0.270665486
769	0.2702107034
770	0.270003174
771	0.269580339
772	0.2693489373
773	0.2691122709
774	0.2688492688
775	0.2683908899
776	0.2680673883
777	0.2677954218
778	0.2677229274
779	0.2674557913
780	0.2673415499
781	0.2670617925
782	0.2668255852
783	0.2665933965
784	0.2661266055
785	0.2658413161
786	0.2657247828
787	0.265210313
788	0.2649651581
789	0.2645279644
790	0.2643176292
791	0.263903145
792	0.2633881889
793	0.2631515788
794	0.2627608359
795	0.2624426384
796	0.2622882651
797	0.2622076132
798	0.262083592
799	0.2618657596
800	0.2614416519
801	0.2612146089
802	0.2609827494
803	0.2606300395
804	0.2602601304
805	0.2599256896
806	0.259813115
807	0.2596785217
808	0.2595531493
809	0.2593735638
810	0.2591092518
811	0.2588111904
812	0.2583964613
813	0.2578347774
814	0.2576791016
815	0.2575459188
816	0.2572198268
817	0.2569572433
818	0.2567327944
819	0.2564807726
820	0.2562459731
821	0.2562344556
822	0.2561192512
823	0.2559185325
824	0.2556655069
825	0.2554145229
826	0.2551977934
827	0.2547952602
828	0.2545057925
829	0.2543020955
830	0.2539943332
831	0.2539813007
832	0.253622022
833	0.2530861364
834	0.2528892986
835	0.2525235714
836	0.2524853555
837	0.2521058982
838	0.2519003021
839	0.2517651924
840	0.2516415045
841	0.251230082
842	0.2510078898
843	0.2508585128
844	0.2504915998
845	0.2501258713
846	0.2500657201
847	0.2500523154
848	0.2498330281
849	0.249629492
850	0.2494839362
851	0.2492985148
852	0.2491031043
853	0.2490925096
854	0.2489405307
855	0.2487404019
856	0.2486049761
857	0.2482669903
858	0.2481696483
859	0.2478827048
860	0.2477258674
861	0.2474106735
862	0.2473294248
863	0.2470645861
864	0.2469341963
865	0.2464709578
866	0.2462198766
867	0.2459029689
868	0.2456178358
869	0.2453048892
870	0.2450853238
871	0.2450764017
872	0.2450138443
873	0.2447117484
874	0.2447039401
875	0.2445206498
876	0.244455185
877	0.2443180109
878	0.2440882161
879	0.2437610578
880	0.2435414424
881	0.2433486268
882	0.2431694495
883	0.2430640242
884	0.2427817467
885	0.2424680949
886	0.2424600774
887	0.2420897084
888	0.2417193516
889	0.2413140658
890	0.2409100352
891	0.2407109439
892	0.2404941168
893	0.2404771482
894	0.2400234408
895	0.2398896408
896	0.2396037116
897	0.2395963234
898	0.2395309442
899	0.2393679072
900	0.2390774654
901	0.238802525
902	0.2387952593
903	0.2384073484
904	0.2382390673
905	0.2378613187
906	0.2377883163
907	0.2374668811
908	0.2372077894
909	0.2371167167
910	0.236820706
911	0.2365591584
912	0.236178245
913	0.2359637093
914	0.2359550232
915	0.2356198064
916	0.2354926008
917	0.2353812252
918	0.2352231079
919	0.2352166652
920	0.2349234652
921	0.2348417356
922	0.2346478457
923	0.2344860538
924	0.2343299729
925	0.2337955181
926	0.2335418933
927	0.2333510413
928	0.2331040427
929	0.2327871975
930	0.2324555942
931	0.232152695
932	0.2319173798
933	0.2315826505
934	0.231280693
935	0.2308838262
936	0.2306625967
937	0.2304836976
938	0.2302305955
939	0.2298825354
940	0.229568466
941	0.2293039899
942	0.2289418956
943	0.2286958016
944	0.2284415334
945	0.2284259744
946	0.2282635358
947	0.2282567699
948	0.2278657233
949	0.2277999943
950	0.2277122369
951	0.2276164217
952	0.2273228977
953	0.2271510062
954	0.2268701601
955	0.2266590864
956	0.2266490871
957	0.2265591668
958	0.2262881412
959	0.2260965792
960	0.2259472295
961	0.2257118416
962	0.2253892689
963	0.2251826555
964	0.2249562628
965	0.2249127714
966	0.224727888
967	0.2244355315
968	0.2242441627
969	0.2239355274
970	0.2238495348
971	0.2237635359
972	0.2234540269
973	0.2232006833
974	0.2230799311
975	0.2227831384
976	0.2225428474
977	0.222535042
978	0.2221451279
979	0.2221288127
980	0.2219511527
981	0.2215740338
982	0.2213086597
983	0.2210581679
984	0.2210487966
985	0.2208898297
986	0.2207459851
987	0.2206867368
988	0.2205453803
989	0.220293785
990	0.2198431849
991	0.2197543447
992	0.2195458513
993	0.2193677637
994	0.2191790458
995	0.219042479
996	0.218676914
997	0.2185537654
998	0.2184748802
999	0.2182105107
