iter	Passed	Remaining
912	3206	305
913	3209	302
914	3212	298
915	3216	294
916	3220	291
917	3223	287
918	3227	284
919	3231	280
920	3234	277
921	3237	273
922	3241	270
923	3245	266
924	3248	263
925	3252	259
926	3255	256
927	3258	252
928	3261	249
929	3265	245
930	3268	242
931	3271	238
932	3274	235
933	3277	231
934	3281	228
935	3284	224
936	3287	221
937	3290	217
938	3293	213
939	3296	210
940	3299	206
941	3302	203
942	3305	199
943	3309	196
944	3312	192
945	3315	189
946	3318	185
947	3320	182
948	3324	178
949	3328	175
950	3331	171
951	3334	168
952	3337	164
953	3341	161
954	3344	157
955	3347	154
956	3350	150
957	3353	147
958	3356	143
959	3360	140
960	3363	136
961	3366	132
962	3370	129
963	3375	126
964	3378	122
965	3381	119
966	3385	115
967	3388	112
968	3395	108
969	3399	105
970	3403	101
971	3406	98
972	3410	94
973	3413	91
974	3417	87
975	3420	84
976	3424	80
977	3427	77
978	3431	73
979	3435	70
980	3438	66
981	3442	63
982	3445	59
983	3449	56
984	3453	52
985	3456	49
986	3460	45
987	3464	42
988	3468	38
989	3472	35
990	3475	31
991	3478	28
992	3482	24
993	3485	21
994	3488	17
995	3491	14
996	3495	10
997	3499	7
998	3502	3
999	3505	0
